seed,return,episode_len,reach_goal,collision,truncated
0,3346.475341796875,397.54998779296875,0.0,0.05000000074505806,0.949999988079071
1,3299.925048828125,390.04998779296875,0.0,0.10000000149011612,0.8999999761581421
