seed,return,episode_len,reach_goal,goal_contact,showcase_pass,evaluation_success,collision,truncated
0,14157.8017578125,1733.800048828125,0.0,0.44999998807907104,0.800000011920929,0.4000000059604645,0.20000000298023224,0.800000011920929
1,13924.6533203125,1710.5,0.0,0.550000011920929,0.800000011920929,0.550000011920929,0.20000000298023224,0.800000011920929
